Year,Month,Week,Country,Region,Student_Count,Gender,Degree_Type,Course,Interest_Area
2023,July,30,UK,Europe,302,Female,Undergraduate,Business,Research
2022,September,37,Australia,Asia,219,Male,Postgraduate,Business,Entrepreneurship
2023,November,45,India,Asia,159,Male,Postgraduate,Science,Research
2021,November,46,UK,Asia,93,Other,PhD,Engineering,Entrepreneurship
2022,July,29,Australia,Oceania,254,Other,PhD,Science,Entrepreneurship
2023,May,20,India,Asia,58,Female,PhD,Arts,Employment
2023,May,20,Canada,Asia,184,Other,Undergraduate,Engineering,Research
2021,August,31,Canada,Asia,421,Female,Undergraduate,Science,Research
2023,September,39,India,Oceania,186,Male,Postgraduate,Engineering,Employment
2022,August,33,Australia,Europe,57,Other,Undergraduate,Engineering,Entrepreneurship
2021,November,44,UK,Europe,396,Female,PhD,Medicine,Employment
2022,June,25,India,Oceania,142,Male,PhD,Arts,Employment
2023,March,13,USA,North America,131,Male,Undergraduate,Engineering,Entrepreneurship
2023,December,52,India,Europe,88,Male,Undergraduate,Arts,Research
2022,November,47,UK,Asia,403,Other,Undergraduate,Arts,Research
2023,May,18,Canada,Europe,145,Other,Postgraduate,Engineering,Entrepreneurship
2023,November,47,UK,Asia,219,Female,Undergraduate,Science,Entrepreneurship
2023,April,17,USA,North America,152,Male,Undergraduate,Science,Entrepreneurship
2021,January,04,UK,Europe,145,Female,Postgraduate,Engineering,Entrepreneurship
2023,May,21,USA,Asia,297,Male,Postgraduate,Business,Research
2022,November,44,USA,Oceania,203,Other,Undergraduate,Business,Employment
2022,September,37,Australia,Europe,137,Other,Postgraduate,Engineering,Research
2021,May,21,Canada,North America,140,Female,Undergraduate,Medicine,Entrepreneurship
2021,January,01,UK,Asia,420,Other,Undergraduate,Engineering,Employment
2023,March,10,USA,Oceania,455,Female,PhD,Business,Employment
2023,June,23,Australia,Oceania,281,Female,Postgraduate,Engineering,Entrepreneurship
2022,April,17,Australia,Asia,406,Male,PhD,Arts,Employment
2021,July,30,India,North America,422,Male,Postgraduate,Arts,Employment
2021,October,40,USA,North America,96,Male,Postgraduate,Medicine,Employment
2023,November,47,India,Europe,243,Male,PhD,Medicine,Employment
2023,February,08,India,Europe,181,Female,Undergraduate,Business,Research
2021,November,44,Canada,North America,345,Female,Postgraduate,Science,Employment
2023,May,21,USA,Asia,459,Female,Undergraduate,Science,Entrepreneurship
2021,October,40,India,North America,357,Male,PhD,Medicine,Entrepreneurship
2023,March,12,Australia,North America,155,Other,PhD,Science,Employment
2023,November,45,India,North America,201,Female,Postgraduate,Arts,Employment
2023,May,18,Australia,Europe,321,Other,Postgraduate,Engineering,Employment
2023,May,18,USA,North America,68,Female,Undergraduate,Medicine,Employment
2021,October,42,Australia,Europe,176,Other,Undergraduate,Medicine,Employment
2021,June,22,Canada,North America,215,Female,PhD,Medicine,Employment
2023,July,29,UK,Europe,94,Male,Postgraduate,Medicine,Research
2022,May,21,USA,Asia,455,Male,Undergraduate,Science,Employment
2023,June,26,USA,Europe,214,Male,PhD,Business,Employment
2023,March,09,Canada,North America,168,Female,PhD,Engineering,Entrepreneurship
2023,March,09,UK,Europe,230,Male,Undergraduate,Science,Employment
2022,March,12,UK,North America,298,Male,Undergraduate,Business,Entrepreneurship
2022,April,14,Canada,Asia,443,Female,Undergraduate,Science,Entrepreneurship
2021,April,15,India,Asia,465,Other,PhD,Business,Research
2021,June,23,India,North America,324,Male,Undergraduate,Business,Research
2021,June,22,Australia,Oceania,395,Other,Postgraduate,Engineering,Employment
2021,July,27,India,North America,345,Female,Undergraduate,Business,Entrepreneurship
2021,June,23,Australia,Oceania,123,Male,Undergraduate,Arts,Entrepreneurship
2023,January,01,India,North America,227,Female,PhD,Engineering,Employment
2023,December,48,USA,Asia,379,Female,PhD,Arts,Research
2022,April,17,Canada,North America,366,Male,Undergraduate,Science,Employment
2022,April,15,USA,North America,372,Male,Postgraduate,Science,Entrepreneurship
2022,September,37,India,Oceania,233,Female,PhD,Science,Research
2021,October,43,Canada,Oceania,89,Male,PhD,Engineering,Employment
2021,June,24,UK,Asia,77,Female,Undergraduate,Science,Employment
2021,February,08,Australia,Oceania,427,Female,Postgraduate,Engineering,Research
2023,June,25,India,North America,419,Female,Undergraduate,Engineering,Research
2023,April,15,Canada,North America,151,Female,Undergraduate,Medicine,Entrepreneurship
2023,December,52,Australia,North America,231,Male,Postgraduate,Medicine,Entrepreneurship
2023,May,18,Canada,North America,65,Male,Postgraduate,Medicine,Research
2023,August,34,Canada,North America,427,Female,Postgraduate,Science,Research
2022,June,25,Canada,Oceania,245,Female,PhD,Business,Entrepreneurship
2021,October,41,Canada,Oceania,421,Male,Undergraduate,Engineering,Entrepreneurship
2023,April,16,Canada,Europe,365,Female,PhD,Engineering,Research
2022,February,08,USA,North America,417,Female,PhD,Engineering,Entrepreneurship
2021,November,48,USA,Oceania,292,Other,Undergraduate,Engineering,Research
2021,February,05,USA,Oceania,366,Other,Undergraduate,Engineering,Employment
2021,December,49,USA,Asia,71,Male,Undergraduate,Science,Research
2021,September,35,UK,Asia,127,Other,PhD,Science,Entrepreneurship
2021,April,17,Australia,Asia,428,Other,PhD,Business,Entrepreneurship
2021,December,51,Canada,Europe,137,Male,Postgraduate,Business,Employment
2023,November,44,UK,Europe,102,Female,Undergraduate,Medicine,Employment
2021,May,21,UK,Europe,437,Other,Undergraduate,Engineering,Entrepreneurship
2022,November,47,USA,North America,456,Other,PhD,Science,Entrepreneurship
2023,August,35,USA,Oceania,63,Male,PhD,Engineering,Employment
2022,April,13,Australia,Asia,414,Male,Undergraduate,Science,Research
2021,July,28,USA,Asia,310,Female,Undergraduate,Arts,Employment
2023,June,25,Australia,Oceania,247,Female,Postgraduate,Engineering,Research
2022,August,32,Canada,Asia,155,Other,PhD,Science,Entrepreneurship
2022,March,09,USA,North America,154,Other,PhD,Arts,Entrepreneurship
2022,June,23,Australia,North America,123,Male,PhD,Science,Research
2023,April,14,USA,Europe,168,Other,PhD,Science,Employment
2021,August,34,USA,Oceania,447,Female,Undergraduate,Medicine,Entrepreneurship
2023,March,13,Canada,Europe,136,Female,Postgraduate,Arts,Employment
2023,June,24,Canada,North America,132,Other,Postgraduate,Arts,Employment
2023,April,16,Australia,Oceania,119,Other,Undergraduate,Medicine,Employment
2023,November,46,Australia,Europe,497,Male,Undergraduate,Science,Research
2022,February,06,Australia,Asia,66,Male,Postgraduate,Medicine,Research
2023,January,03,India,Asia,434,Female,Undergraduate,Business,Employment
2021,May,18,UK,Europe,333,Male,Postgraduate,Medicine,Entrepreneurship
2023,November,45,USA,Asia,240,Male,PhD,Arts,Entrepreneurship
2022,September,37,Canada,Europe,415,Other,Postgraduate,Business,Research
2021,October,43,India,Europe,186,Male,PhD,Business,Research
2021,November,46,USA,North America,175,Female,PhD,Medicine,Research
2021,June,22,UK,North America,216,Other,Postgraduate,Arts,Research
2022,January,02,Canada,Asia,351,Female,Postgraduate,Science,Entrepreneurship
2023,May,18,UK,Europe,284,Male,Postgraduate,Business,Entrepreneurship
2021,May,19,Canada,Europe,303,Female,Undergraduate,Arts,Entrepreneurship
2023,August,31,USA,North America,437,Other,Postgraduate,Medicine,Research
2022,October,44,India,North America,212,Female,Undergraduate,Medicine,Employment
2023,October,41,USA,Oceania,248,Male,Undergraduate,Medicine,Employment
2021,February,05,Canada,Europe,271,Female,Undergraduate,Arts,Entrepreneurship
2021,May,18,India,Europe,149,Other,PhD,Medicine,Entrepreneurship
2022,December,50,Canada,North America,350,Female,PhD,Arts,Research
2023,June,22,Australia,Oceania,343,Female,Undergraduate,Science,Entrepreneurship
2022,November,47,UK,Oceania,75,Female,Undergraduate,Engineering,Research
2021,August,32,Canada,Asia,77,Other,Undergraduate,Medicine,Entrepreneurship
2023,April,17,India,Asia,98,Female,Postgraduate,Medicine,Entrepreneurship
2021,April,14,Canada,North America,354,Other,Undergraduate,Science,Research
2022,September,36,India,Oceania,404,Female,Undergraduate,Business,Employment
2021,December,50,Canada,Europe,111,Male,Postgraduate,Arts,Entrepreneurship
2023,February,07,India,Oceania,265,Female,Undergraduate,Science,Employment
2021,February,08,Australia,Europe,104,Male,PhD,Business,Employment
2023,April,14,India,Europe,119,Male,PhD,Business,Employment
2022,July,30,India,Europe,226,Female,PhD,Engineering,Entrepreneurship
2023,May,20,Canada,Europe,155,Male,PhD,Business,Entrepreneurship
2021,February,08,USA,Asia,293,Other,Postgraduate,Science,Research
2021,September,38,India,North America,324,Male,PhD,Arts,Entrepreneurship
2021,November,46,Australia,Asia,176,Male,Postgraduate,Arts,Entrepreneurship
2021,February,05,Canada,Asia,407,Male,Undergraduate,Science,Employment
2022,April,15,UK,Asia,223,Male,PhD,Arts,Entrepreneurship
2023,July,26,Canada,Europe,398,Male,Postgraduate,Medicine,Research
2023,October,40,India,Europe,174,Male,Undergraduate,Engineering,Research
2023,October,43,Australia,Asia,213,Other,Postgraduate,Arts,Research
2023,August,33,Australia,Oceania,84,Female,Postgraduate,Arts,Entrepreneurship
2021,July,30,Canada,North America,218,Male,PhD,Engineering,Research
2023,January,03,UK,Europe,283,Female,Postgraduate,Arts,Employment
2021,January,03,UK,Asia,317,Female,PhD,Medicine,Entrepreneurship
2022,March,09,Canada,North America,275,Other,Undergraduate,Arts,Entrepreneurship
2022,August,34,Canada,Oceania,118,Male,Postgraduate,Science,Employment
2023,July,30,UK,Europe,109,Male,Postgraduate,Engineering,Research
2022,May,18,Australia,Europe,319,Female,Postgraduate,Medicine,Research
2021,December,48,Canada,Europe,229,Other,PhD,Arts,Employment
2022,December,51,UK,North America,429,Female,PhD,Engineering,Entrepreneurship
2023,March,10,Canada,Asia,330,Male,Postgraduate,Business,Employment
2021,April,17,India,Asia,317,Other,Postgraduate,Engineering,Research
2021,August,34,UK,Asia,147,Male,Postgraduate,Medicine,Employment
2023,January,02,India,Europe,68,Female,Undergraduate,Science,Employment
2022,March,10,Canada,Oceania,104,Other,PhD,Medicine,Entrepreneurship
2021,January,03,USA,Europe,327,Male,PhD,Medicine,Research
2021,December,49,UK,North America,316,Other,PhD,Medicine,Research
2022,December,51,Australia,Asia,300,Male,Undergraduate,Business,Research
2023,January,02,India,Asia,300,Female,Undergraduate,Arts,Entrepreneurship
2021,December,51,UK,Europe,330,Female,Postgraduate,Arts,Research
2023,April,15,Canada,Asia,56,Female,Undergraduate,Science,Entrepreneurship
2021,August,35,UK,Europe,343,Other,PhD,Business,Research
2022,August,33,Canada,Europe,495,Female,Postgraduate,Science,Entrepreneurship
2021,March,12,Canada,Europe,208,Female,Undergraduate,Engineering,Employment
2023,May,21,UK,Oceania,321,Male,Undergraduate,Business,Entrepreneurship
2021,August,33,UK,Europe,157,Male,PhD,Engineering,Employment
2021,May,19,India,Europe,497,Male,Undergraduate,Arts,Research
2022,July,31,India,Oceania,298,Other,Undergraduate,Business,Employment
2021,August,32,UK,Asia,150,Male,Postgraduate,Engineering,Research
2022,October,43,India,North America,177,Female,Postgraduate,Engineering,Research
2021,October,42,India,North America,330,Male,PhD,Engineering,Entrepreneurship
2023,September,39,India,Asia,378,Male,Postgraduate,Arts,Employment
2022,February,07,India,Oceania,95,Male,PhD,Arts,Entrepreneurship
2022,November,47,India,Oceania,332,Male,Postgraduate,Business,Research
2022,November,44,USA,Asia,79,Female,PhD,Arts,Research
2021,January,04,Australia,Europe,57,Female,PhD,Engineering,Research
2023,September,36,Australia,Oceania,198,Other,Postgraduate,Science,Research
2021,January,04,USA,Oceania,166,Male,Undergraduate,Medicine,Employment
2021,December,51,India,Oceania,163,Female,Postgraduate,Arts,Entrepreneurship
2021,March,10,UK,Europe,108,Other,Undergraduate,Science,Employment
2023,January,02,Australia,Europe,474,Male,PhD,Engineering,Research
2023,March,11,Australia,Oceania,176,Other,Postgraduate,Medicine,Employment
2023,November,46,UK,North America,425,Other,PhD,Business,Employment
2021,January,02,Canada,North America,286,Female,Postgraduate,Engineering,Entrepreneurship
2023,February,08,USA,Oceania,401,Other,Undergraduate,Medicine,Entrepreneurship
2021,October,43,USA,North America,202,Female,PhD,Business,Research
2021,May,20,Australia,Oceania,248,Other,Undergraduate,Arts,Entrepreneurship
2021,October,40,India,North America,183,Other,Postgraduate,Business,Entrepreneurship
2022,October,44,UK,Asia,359,Female,Undergraduate,Science,Employment
2023,November,47,India,Asia,78,Male,Undergraduate,Medicine,Employment
2023,August,32,Australia,Europe,479,Other,Undergraduate,Business,Employment
2021,March,10,India,North America,179,Other,Postgraduate,Arts,Employment
2023,October,43,India,Oceania,488,Other,PhD,Arts,Research
2021,October,43,UK,Oceania,249,Female,PhD,Science,Research
2022,July,28,Australia,Asia,461,Other,Postgraduate,Medicine,Employment
2022,February,06,Canada,Asia,454,Female,PhD,Medicine,Entrepreneurship
2022,August,35,Australia,Asia,80,Other,Undergraduate,Arts,Entrepreneurship
2021,July,29,USA,Europe,417,Male,PhD,Medicine,Research
2022,December,50,Canada,Europe,254,Female,Undergraduate,Science,Entrepreneurship
2023,August,31,Canada,North America,410,Female,Undergraduate,Engineering,Research
2023,July,29,UK,North America,149,Other,Postgraduate,Medicine,Entrepreneurship
2021,May,21,UK,Oceania,372,Female,PhD,Engineering,Entrepreneurship
2021,September,39,India,Europe,229,Other,PhD,Engineering,Entrepreneurship
2023,February,07,Canada,Europe,489,Female,Postgraduate,Engineering,Entrepreneurship
2023,December,51,Australia,Europe,128,Other,PhD,Business,Employment
2022,January,01,UK,Asia,113,Male,Postgraduate,Business,Research
2022,July,27,Canada,Asia,375,Other,Postgraduate,Business,Research
2023,April,17,India,Asia,407,Male,PhD,Business,Entrepreneurship
2022,October,40,Australia,Oceania,177,Female,Undergraduate,Business,Entrepreneurship
2022,November,44,Australia,North America,180,Female,Postgraduate,Business,Research
2021,May,17,UK,North America,268,Male,Undergraduate,Arts,Employment
2021,January,02,USA,Europe,420,Other,Postgraduate,Arts,Entrepreneurship
2021,November,45,India,Oceania,441,Female,Postgraduate,Arts,Employment
2022,March,12,UK,Oceania,174,Female,PhD,Business,Entrepreneurship
2022,February,08,India,North America,288,Female,Undergraduate,Arts,Employment
2022,January,00,India,Europe,258,Female,Undergraduate,Business,Research
2023,April,17,Canada,Oceania,290,Other,Postgraduate,Engineering,Entrepreneurship
2022,December,51,India,Oceania,343,Other,PhD,Arts,Research
2022,January,05,UK,North America,463,Female,Undergraduate,Engineering,Research
2022,January,04,Australia,North America,186,Other,Postgraduate,Business,Entrepreneurship
2023,July,26,India,North America,272,Other,PhD,Arts,Employment
2021,April,17,India,North America,151,Female,Postgraduate,Medicine,Employment
2023,October,44,Australia,Asia,382,Female,PhD,Science,Employment
2022,July,28,Canada,Europe,301,Female,Undergraduate,Engineering,Research
2022,December,49,Australia,Oceania,352,Male,Postgraduate,Medicine,Employment
2022,December,52,USA,North America,127,Female,Postgraduate,Arts,Research
2023,December,52,UK,Asia,298,Male,Undergraduate,Arts,Entrepreneurship
2022,July,27,India,North America,323,Female,Undergraduate,Engineering,Employment
2022,July,28,UK,Europe,303,Male,Undergraduate,Science,Employment
2022,March,10,India,Europe,101,Other,Postgraduate,Engineering,Research
2023,June,25,Canada,Oceania,428,Male,Undergraduate,Medicine,Entrepreneurship
2022,February,07,India,Asia,494,Female,PhD,Business,Employment
2021,July,29,UK,North America,273,Female,PhD,Engineering,Employment
2023,September,38,USA,Asia,415,Female,PhD,Medicine,Research
2022,June,25,UK,Oceania,309,Other,Undergraduate,Arts,Entrepreneurship
2022,January,03,Canada,North America,237,Male,PhD,Science,Employment
2023,June,24,UK,Europe,51,Female,Undergraduate,Engineering,Entrepreneurship
2022,January,05,USA,North America,62,Male,Undergraduate,Science,Employment
2021,July,26,India,North America,389,Female,Undergraduate,Science,Entrepreneurship
2022,August,33,USA,Europe,411,Other,Postgraduate,Arts,Entrepreneurship
2021,December,50,Australia,Oceania,112,Female,Undergraduate,Business,Research
